Animal/Plant,Scientific Name,Author,RANK_NAME,REC_ID,Common Name,LISTING,EFFECTIVE_FROM,Change Type,Type of Change,Relevant Listing
Plant,Euphorbia rugosiflora,Leach,Species,106764,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia ruiziana,(Klotzsch & Garcke) Boiss.,Species,49231,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia ruscinonensis,Boiss.,Species,75966,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sakarahaensis,Rauh,Species,106765,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia salicifolia,Host,Species,130099,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia salota,Leandri,Species,32593,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia samburuensis,Bally & S. Carter,Species,30030,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sanasunitensis,Hand.-Mazz.,Species,64243,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia santapaui,A.N Henry,Species,106767,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sapinii,De Wild.,Species,27755,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sarcodes,Boissier,Species,11266,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sarcostemmoides,J.H.Willis,Species,14601,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sareptana,A.K.Becker ex Boiss.,Species,134875,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia saxatilis,Jacq.,Species,11399,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia saxorum,Bally & S. Carter,Species,24404,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia scarlatina,S. Carter,Species,106770,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schimperi,Presl.,Species,106775,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schinzii,Pax,Species,32570,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schizacantha,Pax,Species,30061,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schmitzii,Leach,Species,32571,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schoenlandii,Pax,Species,28449,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schottiana,Boiss.,Species,64244,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia schweinfurthii,Balf. f.,Species,70322,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia scitula,Leach,Species,10742,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sclerocyathium,Korovin & Popov,Species,21297,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia scyphadena,S. Carter,Species,106777,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sebsebei,M. G. Gilbert,Species,104355,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia segetalis,L.,Species,82294,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia seguierana,Neck.,Species,135005,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia seibanica,Lavranos & Al-Gifri 1999,Species,184787,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sekukuniensis,R.A.Dyer,Species,5474,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia seleri,J.D. Smith,Species,18617,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia semperflorens,Leach,Species,10743,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sendaica,Makino,Species,54843,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia senilis,Standley & Steyerm.,Species,18618,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sennenii,Pau,Species,130279,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia septentrionalis,Bally & S. Carter,Species,27779,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sepulta,Bally & S. Carter,Species,27771,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia serendipita,L.E.Newton,Species,170884,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia seretii,De Wild.,Species,11267,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia serpens,Kunth,Species,100873,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia serrata,L.,Species,108406,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia serrulata,Thuill.,Species,124039,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sessiliflora,Roxb.,Species,106778,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia setispina,S. Carter,Species,106779,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia silenifolia,(Haw.) Sweet,Species,28450,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia similiramea,S. Carter,Species,106783,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sipolisii,N.E. Br.,Species,106784,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia smithii,S. Carter,Species,110659,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia soanieranensis,Ursch & Leandri,Species,22856,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia socotrana,Balf.f.,Species,171570,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sojakii,(Chrtek & Krisa) Dubovik,Species,31986,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia songweana,S.Carter 2000,Species,184857,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia soobyi,McVaugh,Species,20509,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia soongarica,Boiss.,Species,1362,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sparrmannii,Boiss.,Species,49741,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia spartaria,N.E. Br.,Species,32573,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia speciosa,Leach,Species,106785,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia specksii,Rauh 2000,Species,184858,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia spicata,E. Meyer ex Boiss.,Species,28451,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia spinea,N.E. Br.,Species,32574,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia spinosa,L.,Species,150373,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia spiralis,Balf. f.,Species,8972,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia squamigera,Loisel.,Species,105619,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia squamosa,Willd.,Species,1363,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia squarrosa,Haw.,Species,28452,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stapelioides,Boiss.,Species,28453,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stapfii,A. Berger,Species,24421,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stellata,Willd.,Species,28456,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stellispina,Haw.,Species,11270,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stenoclada,Baillon,Species,11271,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stoddartii,Fosb.,Species,67939,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stolonifera,Marloth,Species,28457,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia strangulata,N.E. Br.,Species,11272,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia strictior,Holz.,Species,25716,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia strigosa,Hooker & Arnott,Species,170887,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia stygiana,H.C.Watson,Species,3956,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia submammillaris,Bgr.,Species,106787,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia subsalsa,Hiern,Species,11273,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia subscandens,Bally & S. Carter,Species,30029,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sudanica,A. Chev.,Species,32575,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia suffulta,Bruyns,Species,106789,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sulcata,Lens ex Loisel.,Species,81435,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sultan-hassei,Strid,Species,101086,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia sumati,Carter 2000,Species,184854,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia superans,Nel,Species,30072,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia suppressa,Marx 1999,Species,184855,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia susan-holmesiae,Binojkumar & Gopalan,Species,170888,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia susannae,Marloth,Species,28458,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia suzannae-marnierae,Rauh & Petignat,Species,170889,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia taboraensis,Hassler,Species,24406,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tacnensis,F. Philippi,Species,49607,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia taluticola,Wigg.,Species,20511,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tanaensis,Bally,Species,24407,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tardieuana,Leandri,Species,9268,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia taruensis,S. Carter,Species,106790,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia taurinensis,All.,Species,124907,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia teixeirae,Leach,Species,10745,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia teke,Schweinf. ex Pax,Species,24420,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia telephioides,Chapman,Species,25717,telephus spurge,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tenax,Burch.,Species,28460,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tenuispinosa,Gilli,Species,24408,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia terracina,L.,Species,80524,coast spurge,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tescorum,S. Carter,Species,30028,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tessmannii,Mansf.,Species,169278,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tetracantha,Rendle,Species,24409,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tetracanthoides,Pax,Species,28225,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tetragona,Haworth,Species,28862,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tetuanensis,Pau,Species,3957,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia thinophila,Philippi,Species,11287,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tholicola,Leach,Species,106793,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia thouarsiana,Baillon,Species,170892,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia thulinii,S.Carter,Species,163730,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tirucalli,L.,Species,28226,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tomentulosa,S.Watson,Species,20512,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia torta,Pax & K. Hoffm.,Species,24410,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tortilis,Rottler ex Wight,Species,52034,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tortirama,R.A.Dyer,Species,5475,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tortistyla,N.E. Br.,Species,32576,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia transtagana,Boiss.,Species,1364,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia transvaalensis,Schltr.,Species,27754,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia triaculeata,Forsk.,Species,76487,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia triangularis,Desf. ex Berger,Species,28462,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia trichadenia,Pax,Species,11274,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia trichotoma,Kunth,Species,87276,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tridentata,Lam.,Species,28463,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia triflora,"Schott, Nyman & Kotschy",Species,1365,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia trigona,Haw.,Species,106795,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tsimbazazae,Leandri,Species,9269,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tuberculata,Jacq.,Species,11275,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tuberculatoides,N.E. Br.,Species,28464,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tuberosa,L.,Species,28465,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tubiglans,Marloth,Species,28466,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tuckeyana,Steud.,Species,11276,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tugelensis,N.E. Br.,Species,30075,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia tulearensis,(Rauh) Rauh 1988,Species,70709,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia turbiniformis,Chiov.,Species,27772,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia turkanensis,S. Carter,Species,30027,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia uhligiana,Pax,Species,24419,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia uliginosa,Welw. ex Boiss.,Species,119564,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia umbonata,S. Carter,Species,106796,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia umfoloziensis,Peckover,Species,106798,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia undulata,M.Bieb.,Species,1366,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia undulatifolia,Janse,Species,106799,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia unicornis,R.A. Dyer,Species,30445,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia unispina,N.E. Br.,Species,30448,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia uzmuk,S. Carter & J.R.I. Wood,Species,32579,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vaalputsiana,L.C.Leach,Species,106800,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vaginulata,Griseb.,Species,43558,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vajravelui,Binojkumar & Balakrishnan,Species,106801,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vallaris,Leach,Species,10746,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia valliniana,Belli,Species,81436,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vandermerwei,R.A. Dyer,Species,28469,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia variabilis,Ces.,Species,124687,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia velenovskyi,Bornm.,Species,120355,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia venenata,Marloth,Species,32580,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia venenifica,Trem. ex Kotschy,Species,32581,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia veneris,Khan,Species,3958,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia venteri,L.C.Leach ex R.H.Archer 2001,Species,184856,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia verapazensis,Standley & Steyerm.,Species,18619,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia verruculosa,N.E. Br.,Species,32582,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia versicolores,G.Williamson,Species,170893,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia viduiflora,Leach,Species,10747,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia viguieri,Denis,Species,11279,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia villosa,Waldst. & Kit. ex Willd.,Species,136534,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia virosa,Willd.,Species,11280,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vittata,S. Carter,Species,30026,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia volkmanniae,Dtr.,Species,106802,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia vulcanorum,S. Carter,Species,30025,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia wakefieldii,N.E. Br.,Species,8574,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia waringiae,N.E.Brown 1998,Species,184859,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia waterbergensis,R.A.Dyer,Species,5476,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia weberbaueri,Mansf.,Species,106803,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia welwitschii,Boiss. & Reut.,Species,132898,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia whellanii,Leach,Species,30086,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia wildii,Leach,Species,24411,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia williamsonii,Leach,Species,28224,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia wilmaniae,Marloth,Species,28470,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia wilsonii,(Millsp.) Correll,Species,43559,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia woodii,N.E.Br.,Species,28471,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia xanti,Engelm. ex Boiss.,Species,20513,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia xylacantha,Pax,Species,170894,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia yaroslavii,Poljakov,Species,32351,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia zanaharensis,Ursch & Leandri,Species,23267,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia zhiguliensis,Prokh.,Species,21520,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Euphorbia zoutpansbergensis,R.A.Dyer,Species,5477,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurychone galeandrae,,Species,185276,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurychone rothschildiana,,Species,185344,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurystyles actinophila,,Species,177573,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurystyles ananassocomos,(Reichenb. f.) Schlechter,Species,85173,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurystyles borealis,A.H. Heller,Species,19680,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurystyles cogniauxii,(Kraenzl.) Schltr.,Species,177609,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Eurystyles standleyi,Ames,Species,17903,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Evotella rubiginosa,(Sond. ex Bolus) Kurzweil & H.P.Linder,Species,160123,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Facheiroa cephaliomelana,Buining & Brederoo,Species,106709,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Facheiroa squamosa,(Guerke) Braun,Species,170,,II,23/06/2010,Change in Annotation,ANNOTATION,II
Plant,Facheiroa ulei,(Gurke) Werdermann,Species,106715,,II,23/06/2010,Change in Annotation,ANNOTATION,II
